	Date	Algerian dinar(DZD)	Australian dollar(AUD)	Botswana pula(BWP)	Brazilian real(BRL)	Brunei dollar(BND)	Canadian dollar(CAD)	Chilean peso(CLP)	Chinese yuan(CNY)	Czech koruna(CZK)	Danish krone(DKK)	Euro(EUR)	Indian rupee(INR)	Israeli New Shekel(ILS)	Japanese yen(JPY)	Korean won(KRW)	Kuwaiti dinar(KWD)	Malaysian ringgit(MYR)	Mauritian rupee(MUR)	Mexican peso(MXN)	New Zealand dollar(NZD)	Norwegian krone(NOK)	Omani rial(OMR)	Peruvian sol(PEN)	Philippine peso(PHP)	Polish zloty(PLN)	Qatari riyal(QAR)	Russian ruble(RUB)	Saudi Arabian riyal(SAR)	Singapore dollar(SGD)	South African rand(ZAR)	Swedish krona(SEK)	Swiss franc(CHF)	Thai baht(THB)	Trinidadian dollar(TTD)	U.A.E. dirham(AED)	U.K. pound(GBP)	U.S. dollar(USD)	Uruguayan peso(UYU)	
	17-Dec-2021	138.893  	0.7167  	0.0853  	5.6953  	1.3652  	1.2846  	849.65  	6.3723  	22.299  	6.5635  	1.133  	76.1733  	3.115  	113.85  	1183.5  		4.2105  	43.4913  	20.7337  	0.6798  	8.9835  		4.032  	50.135  	4.0882  		73.733  		1.3652  	15.8416  	9.0398  	0.9196  	33.381  	6.7751  		1.3287  	1  	44.363  	
	20-Dec-2021	139.1023  	0.7109  	0.085  	5.7049  	1.3675  	1.2942  	846.64  	6.3783  	22.379  	6.5966  	1.1273  	75.9865  	3.152  	113.59  	1184.4  	0.3027  	4.226  	43.5506  	20.7363  	0.6734  	9.0406  	0.3845  	4.039  	49.964  	4.1182  	3.64  	74.2947  	3.75  	1.3675  	15.8514  	9.145  	0.92365  	33.492  	6.7703  	3.6725  	1.32015  	1  	44.337  	
	21-Dec-2021	138.9914  	0.7113  	0.0855  	5.7367  	1.366  	1.2927  	863.21  	6.3716  	22.348  	6.5836  	1.1295  	75.5925  	3.164  	113.65  	1189.8  	0.3027  	4.2115  	43.5701  		0.6712  	8.9852  	0.3845  	4.05  	49.954  	4.0937  	3.64  	73.8206  	3.75  	1.366  	15.84915  	9.1304  	0.92225  	33.682  		3.6725  	1.32465  	1  		
	22-Dec-2021	139.0653  	0.7133  	0.0851  	5.7195  	1.3649  	1.2865  	868.76  	6.3735  	22.34  	6.5801  	1.1301  	75.5947  	3.165  	114.16  	1191.5  	0.3027  	4.21  	43.6172  	20.7527  	0.6758  	8.903  	0.3845  	4.043  	49.914  	4.0984  	3.64  	73.7901  	3.75  	1.3649  	15.87935  	9.151  	0.92285  	33.769  	6.7716  	3.6725  	1.3315  	1  	44.383  	
	23-Dec-2021		0.721  	0.0857  	5.6904  	1.3615  		866.25  	6.3704  	22.178  	6.5749  	1.131  	75.3481  	3.15  	114.21  	1191.2  	0.3025  	4.206  	43.6204  	20.6582  	0.6808  	8.8517  	0.3845  		50.038  	4.095  	3.64  	73.3583  		1.3615  	15.193  	9.1164  	0.9202  	33.593  		3.6725  	1.3434  	1  	44.4  	
	03-Jan-2022	138.6713  			5.6303  	1.351  		844.69  		21.86  	6.5506  	1.1355  	74.3115  	3.092  		1185.5  	0.3025  	4.171  		20.589  		8.8078  	0.3845  	3.987  	50.974  	4.0424  	3.64  		3.75  	1.351  	15.82355  	9.0504  	0.9121  		6.7742  	3.6725  		1  	44.614  	
	04-Jan-2022	138.9115  	0.7211  		5.677  	1.3548  	1.2708  	851.43  	6.3751  	21.944  	6.5944  	1.1279  	74.5717  	3.094  	115.42  	1190.8  	0.30265  	4.1815  	43.5069  	20.4742  		8.8783  	0.3845  	3.963  	50.989  	4.0468  			3.75  	1.3548  	16.0426  	9.0956  	0.9187  	33.311  	6.7723  	3.6725  	1.34955  	1  	44.725  	
	05-Jan-2022	138.856  	0.7232  	0.0848  	5.6622  	1.3557  	1.2717  	852.03  	6.372  	21.739  	6.5716  	1.1319  	74.484  	3.093  	116.2  	1194.3  	0.30265  	4.1905  	43.4163  	20.3977  	0.6813  	8.8057  	0.3845  	3.953  	51.246  	4.0396  			3.75  	1.3557  	15.85395  	9.0676  	0.9151  	33.198  	6.7495  	3.6725  	1.3541  	1  	44.731  	
	06-Jan-2022	138.893  	0.7177  	0.085  	5.7036  	1.3584  	1.2741  	841.63  	6.3742  	21.679  	6.5747  	1.1315  	74.4398  	3.109  	116.04  	1198.2  	0.30265  	4.202  	43.4556  	20.4588  	0.679  	8.8688  	0.3845  	3.967  	51.108  				3.75  	1.3584  	15.77045  		0.9178  	33.372  	6.7824  	3.6725  	1.3537  	1  		
	07-Jan-2022	139.3305  	0.7162  	0.0855  	5.6747  	1.3588  	1.2666  	838.88  	6.3734  	21.626  	6.5835  	1.1298  	74.2939  	3.109  	115.89  	1199.6  		4.2025  	43.5147  	20.4237  	0.6745  	8.8766  		3.948  	51.131  	4.0279  				1.3588  	15.62175  	9.1235  	0.92215  	33.6  	6.7811  		1.3551  	1  	44.515  	
	10-Jan-2022	139.3173  	0.7193  	0.0858  	5.673  	1.3556  	1.2679  	831.59  	6.3726  	21.525  	6.5719  	1.1318  	74.163  	3.116  		1202.4  	0.30255  	4.2013  	43.5967  	20.4453  	0.6777  	8.8578  	0.3845  	3.925  	51.249  	4.0064  		75.1315  	3.75  	1.3556  	15.7161  	9.0935  	0.92195  	33.693  	6.7794  	3.6725  	1.35835  	1  	44.671  	
	11-Jan-2022	139.4581  	0.7186  	0.0858  	5.6345  	1.3543  	1.2606  	831.39  	6.3726  	21.538  	6.5635  	1.1336  	73.9319  	3.127  	115.32  	1200  	0.30255  	4.1928  	43.5771  	20.3785  	0.677  	8.836  	0.3845  		51.347  	4.0106  		74.8355  	3.75  	1.3543  	15.63565  	9.0741  	0.9264  	33.509  	6.7881  	3.6725  	1.3584  	1  	44.63  	
	12-Jan-2022		0.7218  	0.0862  	5.5605  	1.3506  	1.251  	832.6  	6.3645  	21.47  	6.5448  	1.137  	73.9968  	3.112  	115.33  	1195.2  	0.3024  	4.1825  	43.5742  	20.366  	0.6788  	8.7309  	0.3845  	3.897  	51.174  	3.9879  		74.5277  	3.75  	1.3506  	15.4941  	9.0389  	0.92355  	33.382  	6.7857  	3.6725  	1.36345  	1  	44.647  	
	13-Jan-2022	139.3972  	0.7291  	0.0868  	5.524  	1.3463  	1.2484  	826.51  	6.3605  	21.34  	6.4912  	1.1463  	73.9348  	3.117  	114.66  	1189.9  	0.30205  	4.1795  	43.6018  	20.3607  	0.6854  	8.6655  		3.895  	51.1  	3.9463  	3.64  	74.5686  	3.75  	1.3463  	15.3826  	8.9129  	0.91205  	33.238  	6.7796  	3.6725  	1.3725  	1  	44.555  	
	14-Jan-2022		0.7283  	0.0868  	5.5343  	1.3455  	1.2545  	821.87  	6.346  	21.4  	6.5007  	1.1447  	74.1157  	3.111  	114  	1188.2  		4.1785  	43.5676  	20.3118  	0.6859  	8.7239  		3.879  	51.115  	3.9597  		75.7668  		1.3455  	15.34835  	8.9245  	0.9114  	33.198  	6.7634  		1.3723  	1  	44.591  	
	18-Jan-2022	139.6451  	0.7195  	0.0864  	5.5207  	1.3488  	1.2529  	822  	6.3504  	21.488  	6.5475  	1.1367  	74.4115  	3.124  	114.54  	1192.3  	0.30225  			20.403  	0.6802  	8.7655  	0.3845  	3.848  	51.278  	3.9734  	3.64  	76.3347  	3.75  	1.3488  	15.42255  	9.0403  	0.915  	33.014  	6.7342  	3.6725  	1.3601  	1  	44.574  	
	19-Jan-2022	139.6831  	0.7188  	0.0862  	5.4972  	1.3509  	1.2492  	820.6  	6.3527  	21.427  	6.5596  	1.1345  	74.5955  	3.125  	114.7  	1188.9  	0.30235  	4.1925  	43.6117  	20.46  	0.6774  	8.7587  	0.3845  	3.859  	51.32  	3.993  	3.64  	76.8697  	3.75  	1.3509  	15.35035  	9.1356  	0.91605  	33.19  	6.7583  	3.6725  	1.3631  	1  	44.639  	
	20-Jan-2022	139.6498  	0.7238  	0.0866  	5.416  	1.3469  	1.2474  	813.46  	6.3424  	21.399  	6.5641  	1.1338  	74.3618  	3.134  	114.28  	1191.8  	0.30235  	4.1855  	43.6247  	20.4507  	0.6781  	8.7827  	0.3845  	3.851  	51.458  	3.9833  	3.64  	76.4408  	3.75  	1.3469  	15.21995  	9.1066  	0.91545  	32.939  	6.746  	3.6725  	1.3606  	1  	44.609  	
	21-Jan-2022	139.7826  	0.7192  	0.0869  	5.4395  	1.3462  	1.2545  	805.25  	6.3411  	21.452  	6.559  	1.1348  	74.5343  	3.14  	113.83  	1190.4  		4.1865  	43.6685  	20.4598  	0.6734  	8.8582  		3.82  	51.428  	3.9953  		76.6903  		1.3462  	15.1492  	9.1803  	0.91315  	33.012  	6.7542  		1.35575  	1  	44.534  	
	24-Jan-2022	139.8571  	0.718  	0.0871  	5.4904  	1.3448  	1.2656  	799.23  	6.3318  	21.694  	6.5845  	1.1304  	74.5788  	3.167  	113.83  	1193.6  	0.30225  	4.1835  	43.5937  	20.6308  	0.6712  	8.9913  	0.3845  	3.835  	51.423  	4.0049  	3.64  	77.3649  	3.75  	1.3448  	15.2689  	9.2027  	0.9124  	33.028  	6.753  	3.6725  	1.3488  	1  	44.538  	
	25-Jan-2022	139.8642  	0.7133  	0.0865  	5.4965  	1.3431  	1.2629  	800.31  	6.329  	21.737  	6.6061  	1.1268  	74.7025  	3.183  	113.98  	1194.2  	0.30235  	4.188  	43.7139  	20.6683  	0.6693  	8.9976  	0.3845  	3.843  	51.312  	4.0593  	3.64  	78.6422  	3.75  	1.3431  	15.328  	9.2734  	0.92015  	33.042  	6.7619  	3.6725  	1.3446  	1  	44.475  	
	26-Jan-2022	139.8758  		0.0868  		1.3438  	1.2606  	806.06  	6.3234  	21.744  	6.5993  	1.1277  		3.176  	113.81  	1197.8  	0.30235  	4.1905  	43.7167  	20.6415  	0.6682  	8.8778  	0.3845  	3.84  	51.313  	4.0684  	3.64  	78.9437  	3.75  	1.3438  	15.14135  	9.259  	0.9205  	32.959  	6.7672  	3.6725  	1.35115  	1  	44.293  	
	27-Jan-2022	140.0048  	0.7082  		5.3806  	1.3504  	1.2712  	798.86  	6.3612  	21.891  	6.6692  	1.116  	75.1724  	3.196  	114.67  	1197  	0.3027  	4.203  	43.8057  	20.7383  	0.6639  	8.9519  	0.3845  	3.833  	51.24  	4.083  	3.64  	78.947  	3.75  	1.3504  	15.25705  	9.3588  	0.93065  	33.189  	6.7745  	3.6725  	1.3386  	1  		
	28-Jan-2022	140.2881  	0.7028  	0.0859  	5.3948  	1.3529  	1.2772  	799.15  	6.3642  	21.94  	6.6827  	1.1138  	74.9513  	3.196  	115.44  	1202.4  		4.192  	43.8325  	20.8597  	0.6576  	9.0016  		3.839  	51.393  	4.1048  		77.8174  		1.3529  	15.59735  	9.4369  	0.93185  	33.272  	6.7495  		1.3389  	1  	44.165  	
	31-Jan-2022	140.3482  	0.7011  		5.3568  	1.3557  	1.2719  	810.12  		21.84  	6.6708  	1.1156  	74.9674  	3.195  	115.43  		0.303  	4.189  	43.6686  		0.6546  	8.9714  	0.3845  		51.273  	4.1147  	3.64  	77.4702  	3.75  	1.3557  	15.5724  	9.3811  	0.93395  	33.431  	6.7277  	3.6725  	1.3404  	1  	44.154  	
	01-Feb-2022	140.343  	0.7066  	0.0862  	5.2804  		1.2694  			21.615  	6.6081  	1.126  	74.5295  	3.169  	115.15  						0.657  	8.8488  	0.3845  	3.866  		4.0689  	3.64  	77.1302  	3.75  		15.2156  	9.2868  	0.921  	33.244  	6.7416  	3.6725  	1.3495  	1  	43.907  	
	02-Feb-2022	140.2995  	0.7134  		5.295  		1.2677  	801.52  		21.449  	6.5692  	1.1323  	74.8334  	3.16  	114.7  		0.30255  			20.6003  	0.6648  	8.7634  	0.3845  	3.852  	51.135  	4.0283  	3.64  	76.4849  	3.75  		15.27785  	9.2185  	0.91935  	33.211  	6.7292  	3.6725  	1.3565  	1  	43.854  	
	03-Feb-2022	140.3953  	0.712  		5.3019  	1.3473  		805.95  		21.402  		1.1286  	74.857  	3.186  	114.45  	1205.7  	0.30245  	4.1815  	43.536  	20.5562  	0.6619  	8.8202  		3.858  		4.0267  	3.64  	76.6501  	3.75  	1.3473  	15.3278  	9.2075  	0.9226  	33.159  	6.7419  	3.6725  	1.36015  	1  	43.773  	
	04-Feb-2022	140.2394  	0.715  		5.3278  	1.3431  	1.2758  	817.29  		21.251  	6.4927  	1.1464  	74.7231  	3.199  	115  	1205.4  		4.1795  	43.4937  	20.7325  	0.6672  				51.041  	3.9657  		76.0509  		1.3431  	15.3398  	9.1008  	0.92275  	33.015  			1.3574  	1  		
	07-Feb-2022	140.409  	0.7092  	0.0862  	5.2907  	1.3464  	1.2688  	825.58  	6.3567  	21.18  	6.5033  	1.1447  		3.195  	115.23  	1199.5  	0.3022  	4.1858  	43.674  			8.7934  	0.3845  	3.839  	51.029  	3.9872  	3.64  	75.6806  	3.75  	1.3464  	15.4731  	9.1471  	0.9235  	32.943  	6.7475  	3.6725  	1.3512  	1  	43.641  	
	08-Feb-2022	140.534  	0.7121  	0.0859  	5.2693  	1.3438  	1.2709  	826.93  	6.3711  	21.268  	6.525  	1.1408  	74.69  	3.224  	115.29  	1199.4  	0.3022  	4.1865  	43.743  		0.6642  	8.8322  	0.3845  	3.837  	51.293  	3.9693  		75.3042  	3.75  	1.3438  	15.4731  	9.1369  	0.9229  	32.972  	6.7659  	3.6725  	1.3544  	1  	43.454  	
	09-Feb-2022	140.4652  	0.7167  	0.0864  	5.2729  	1.344  	1.268  	824.33  	6.3623  	21.246  	6.5096  	1.1435  	74.818  	3.216  	115.53  	1197.8  	0.3022  	4.185  	43.7927  	20.5008  	0.6643  	8.7962  	0.3845  	3.821  		3.953  	3.64  	74.8015  	3.75  	1.344  		9.1313  	0.9235  	32.886  	6.7667  	3.6725  	1.3578  	1  	43.234  	
	10-Feb-2022	140.4151  	0.7175  	0.0868  	5.2095  	1.3431  	1.2682  	820.79  	6.3576  	21.286  	6.5044  	1.1439  	74.9367  	3.221  	115.59  	1196  	0.3023  	4.185  	43.7675  	20.4148  	0.6682  	8.8026  	0.3845  	3.756  	51.377  	3.9218  	3.64  	74.7241  	3.75  	1.3431  	15.32025  	9.1283  	0.92495  	32.723  	6.7747  	3.6725  	1.3569  	1  	43.182  	
	11-Feb-2022	140.5839  	0.712  	0.0866  	5.1981  	1.3444  	1.2702  	804.2  	6.3614  	21.378  	6.5166  	1.1417  	75.3542  	3.235  		1196  		4.1883  	43.762  		0.6656  	8.823  		3.749  		3.9665  		74.9867  		1.3444  	15.10865  	9.2897  	0.92725  	32.708  	6.7833  		1.3563  	1  	43.047  	
	14-Feb-2022	140.648  	0.7118  	0.0867  	5.21  	1.347  	1.2738  	806.24  	6.3588  	21.676  	6.5757  	1.1316  	75.5533  	3.262  	115.4  	1199.6  	0.30245  	4.192  	43.7263  	20.411  	0.6643  	8.8983  	0.3845  	3.782  	51.329  	4.0439  	3.64  	76.5762  	3.75  	1.347  	15.20005  	9.385  	0.92475  	32.592  	6.7564  	3.6725  	1.3514  	1  	43.091  	
	15-Feb-2022	140.6065  	0.7127  	0.0869  	5.1875  	1.3467  	1.2741  	812.24  	6.3516  	21.527  	6.5599  	1.1345  	75.6611  	3.225  	115.42  	1198.3  	0.30255  	4.1865  	43.7676  	20.3992  	0.6622  	8.8932  	0.3845  	3.797  	51.375  	3.974  	3.64  	76.166  	3.75  	1.3467  	15.1155  	9.3116  	0.9244  	32.343  	6.7474  	3.6725  	1.35355  	1  	43.074  	
	16-Feb-2022	140.3694  	0.7155  	0.087  	5.1624  	1.3459  	1.2686  	804.17  	6.3357  	21.425  	6.5433  	1.1372  	75.0815  	3.183  	115.69  	1198.5  	0.30255  	4.189  	43.7683  	20.3335  	0.664  	8.8898  	0.3845  	3.769  	51.37  	3.9478  	3.64  	75.0141  	3.75  	1.3459  	15.0753  	9.2589  	0.92465  			3.6725  	1.3558  	1  	43.016  	
	17-Feb-2022	140.4132  	0.7172  	0.0872  	5.1559  	1.3448  	1.2695  	799.55  	6.3346  	21.444  	6.5434  	1.137  	75.0866  	3.189  	115.45  	1196.9  	0.30245  	4.185  	43.7814  	20.2978  	0.669  	8.9028  	0.3845  	3.747  	51.296  	3.9687  	3.64  	75.7527  	3.75  	1.3448  	14.96785  	9.3099  	0.92065  	32.236  	6.7528  	3.6725  	1.361  	1  	43.057  	
	18-Feb-2022	140.3882  	0.7206  	0.0874  	5.1333  	1.3432  	1.2734  	798.98  	6.3276  	21.435  	6.5512  	1.1354  	74.9223  	3.193  	114.94  	1197.1  		4.1845  	43.8168  	20.3063  	0.6689  	8.9365  		3.712  	51.288  	3.9798  		75.7619  		1.3432  	15.027  	9.2995  	0.92065  	32.147  	6.7388  		1.36195  	1  	43.023  	
	22-Feb-2022	140.7375  	0.7202  	0.0867  	5.0605  	1.3478  	1.2743  	799.99  	6.3374  	21.596  	6.559  	1.1342  	74.8804  	3.219  	114.7  	1194.6  		4.1845  	43.7356  	20.2977  	0.6708  	8.9065  	0.3845  	3.737  	51.393  	4.012  	3.64  	80.4194  	3.75  	1.3478  		9.3898  	0.91915  	32.396  	6.7606  	3.6725  	1.35545  	1  	42.634  	
	23-Feb-2022	140.5129  	0.7235  	0.0871  	5.0137  		1.2718  	796.25  	6.3219  	21.574  	6.5575  	1.1344  	74.6224  	3.223  		1194.7  		4.1845  	43.895  	20.2435  	0.6751  	8.8448  	0.3845  	3.709  	51.445  	3.9937  	3.64  		3.75  	1.3452  	15.0685  	9.3139  	0.9196  	32.394  	6.769  	3.6725  	1.35865  	1  	42.268  	
	24-Feb-2022	140.8421  	0.7198  	0.0864  	5.1168  	1.3516  	1.2832  	787.05  	6.3189  	22.452  	6.6653  	1.1163  	75.2578  	3.271  	114.94  	1192.1  	0.3027  	4.196  	43.9313  	20.6525  	0.6752  	9.0368  	0.3845  	3.786  	51.271  	4.1281  	3.64  	86.9288  	3.75  	1.3516  	15.29515  	9.5144  	0.92335  	32.451  	6.7709  	3.6725  	1.3395  	1  	43.025  	
	25-Feb-2022	141.1101  	0.7198  	0.0862  	5.1388  		1.2747  	807.26  	6.3141  	21.986  	6.635  	1.1216  	75.2842  	3.259  	115.54  			4.198  	43.9336  	20.4465  	0.6694  	8.8941  		3.753  		4.1683  		83.5485  			15.21255  	9.5289  	0.92655  	32.531  	6.7457  		1.33875  	1  	42.533  	
	28-Feb-2022	141.253  	0.7182  				1.2698  	805.25  	6.3109  	22.325  	6.6438  	1.1199  	75.4882  	3.238  	115.55  	1202.7  		4.201  	44.0047  	20.4257  	0.669  	8.8816  	0.3845  		51.291  	4.1965  	3.64  	93.5589  	3.75  	1.3597  	15.39345  	9.5274  	0.9217  	32.723  	6.7392  	3.6725  	1.33945  	1  		
	01-Mar-2022	141.2799  	0.726  	0.0859  		1.3566  	1.2708  	798.01  	6.3133  	22.824  	6.6634  	1.1162  		3.23  	115.25  			4.195  		20.5272  	0.6762  	8.8334  		3.782  	51.385  	4.2193  	3.64  	91.7457  	3.75  	1.3566  	15.41425  	9.4766  	0.9173  	32.611  	6.7376  	3.6725  	1.3409  	1  		
	02-Mar-2022	141.9794  	0.7269  	0.0857  	5.1341  	1.3582  	1.2668  	803.27  	6.3119  	23.297  	6.6979  	1.1106  	75.72  	3.233  	115  	1205.6  	0.3031  	4.192  	44.0296  	20.7193  	0.6765  	8.8984  	0.3845  	3.763  	51.249  	4.3302  	3.64  	103.2487  	3.75  	1.3582  	15.4657  	9.7027  	0.9194  	32.671  	6.7465  	3.6725  	1.3334  	1  	42.715  	
	03-Mar-2022	141.9045  	0.7301  	0.0858  		1.3563  	1.2664  	807.31  	6.3194  	23.154  	6.7171  	1.1076  	75.7111  	3.24  	115.6  	1205  	0.3032  	4.1905  	44.1733  	20.7033  	0.6777  	8.8857  	0.3845  	3.725  	51.391  	4.3257  	3.64  	111.7564  	3.75  	1.3563  	15.2443  	9.7061  	0.9205  	32.539  	6.7482  	3.6725  	1.33695  	1  	42.574  	
	04-Mar-2022	142.348  	0.7359  	0.086  	5.0752  	1.359  	1.275  	800.97  	6.321  	23.549  	6.807  	1.0929  	76.1246  	3.245  	115.38  			4.1853  	44.2496  	20.9262  	0.6771  	8.9997  		3.746  	51.47  	4.391  		105.8124  		1.359  	15.3723  	9.7886  	0.9178  	32.62  	6.7531  		1.3286  	1  		
	07-Mar-2022	143.0662  	0.7419  	0.0854  	5.0573  	1.3634  	1.2773  	806.89  	6.3187  	23.485  	6.8294  	1.0895  	76.9239  	3.282  	114.92  	1211.5  	0.3038  	4.179  	44.3368  	21.1947  	0.6888  	9.0248  	0.3845  	3.742  	51.696  	4.5722  	3.64  		3.75  	1.3634  	15.33125  	9.9855  	0.9253  	32.855  	6.7572  	3.6725  	1.3169  	1  	42.786  	
	08-Mar-2022	142.6342  	0.7309  	0.0853  	5.0897  	1.3628  	1.2867  	808.6  	6.3173  	23.541  	6.8345  	1.0892  	76.8816  	3.3  	115.47  	1225.4  	0.3039  	4.1803  	44.0713  	21.3775  	0.6841  	8.9905  	0.3845  	3.729  	52.061  	4.5115  	3.64  		3.75  	1.3628  	15.2954  	9.9258  	0.9258  	33.1  	6.7675  	3.6725  	1.31185  	1  	42.75  	
	09-Mar-2022	142.5674  	0.7285  	0.0857  	5.0088  	1.3653  	1.2821  	812.03  	6.3177  	23.074  	6.7716  	1.0993  	76.8567  	3.284  	115.87  		0.3039  	4.182  	43.8085  	20.9677  	0.6815  	8.9129  	0.3845  	3.714  	52.195  	4.4147  	3.64  	116.0847  	3.75  	1.3653  	15.15685  	9.8579  	0.9282  	33.18  	6.7583  	3.6725  	1.3148  	1  	42.543  	
	10-Mar-2022	142.3796  	0.7321  	0.0865  	5.0507  	1.3583  	1.2776  	803.57  	6.3207  	22.841  	6.7125  	1.1084  	76.116  	3.271  	116  	1234.5  	0.3035  	4.184  	43.604  	20.9743  	0.6827  	8.9489  	0.3845  	3.714  	52.239  	4.3482  	3.64  	120.3785  	3.75  	1.3583  	15.0961  	9.7469  	0.92685  	33.076  	6.7683  	3.6725  	1.3159  	1  	42.604  	
	11-Mar-2022	142.6985  	0.7336  	0.0862  	5.0249  	1.3594  	1.272  	806.03  	6.3203  	22.935  	6.77  	1.099  	76.4359  	3.264  	116.3  				43.8889  	20.9695  	0.6861  	8.9202  		3.688  	52.155  	4.3694  		116.7517  		1.3594  	15.0013  	9.7308  	0.93165  	33.225  	6.778  		1.3109  	1  	42.604  	
	14-Mar-2022	142.8352  		0.086  	5.0641  	1.3662  	1.2777  	802.48  	6.3606  	22.712  	6.7888  	1.096  	76.6086  	3.268  	117.58  	1232.4  	0.30415  	4.2055  	43.9445  	20.8908  	0.6803  	8.9953  	0.3845  	3.708  	52.268  	4.3221  	3.64  	115.1963  	3.75  	1.3662  	15.07615  	9.6293  	0.93585  	33.422  	6.7544  	3.6725  	1.3026  	1  	42.684  	
	15-Mar-2022	142.5478  	0.7186  	0.0859  	5.1308  	1.3666  	1.2803  	808.41  	6.3802  	22.623  	6.7701  	1.0991  	76.4879  	3.287  	118.23  	1238.6  	0.304  	4.2078  	43.7917  	20.8743  	0.674  	8.961  	0.3845  	3.726  	52.423  	4.2992  	3.64  	111.4823  	3.75  	1.3666  	15.14305  	9.6012  	0.93905  	33.498  	6.745  	3.6725  	1.3055  	1  	42.799  	
	16-Mar-2022	142.6853  	0.7207  	0.0861  	5.1281  	1.3644  	1.2721  	815.03  	6.348  	22.465  	6.7684  	1.0994  	76.3482  	3.263  	118.39  	1241.7  	0.304  	4.1995  	43.7988  	20.7035  	0.6743  	8.9129  	0.3845  	3.723  	52.402  	4.2828  	3.64  	108.0521  	3.75  	1.3644  	15.0232  	9.5348  	0.93995  	33.439  	6.7495  	3.6725  	1.3092  	1  	42.652  	
	17-Mar-2022	142.2855  	0.7318  	0.0865  	5.0758  	1.3577  	1.2651  	803.55  	6.3476  	22.423  	6.736  	1.1051  	75.8935  		118.97  	1240.4  	0.30385  	4.19  	43.8762  	20.5585  	0.6843  	8.8499  	0.3845  	3.73  	52.285  	4.2403  	3.64  	104.8012  	3.75  	1.3577  	14.95305  	9.4115  	0.93985  	33.253  	6.7452  	3.6725  	1.31555  	1  	42.507  	
	18-Mar-2022	142.199  	0.738  	0.0867  	5.0405  	1.3557  	1.2617  	798.13  	6.3619  	22.567  	6.7608  	1.1008  			118.68  	1220.6  		4.203  	44.0369  	20.4145  	0.6893  	8.8063  		3.761  	52.167  	4.2707  		103.9524  		1.3557  	14.97945  	9.4303  	0.93565  	33.307  	6.7406  		1.31295  	1  	42.617  	
	21-Mar-2022	142.4118  	0.7404  	0.0863  	4.966  	1.356  	1.2593  	802.23  	6.3634  	22.366  	6.7413  	1.1038  	76.1347  	3.239  		1211.1  	0.30385  	4.2  	44.0888  		0.6917  		0.3845  	3.782  	52.336  	4.2444  	3.64  	104.6819  	3.75  	1.356  		9.4301  	0.9307  	33.461  	6.7577  	3.6725  	1.3143  	1  	42.523  	
	22-Mar-2022	142.8185  	0.7394  	0.0863  	4.9202  	1.3583  	1.2588  	798.5  	6.3603  		6.7491  	1.1024  	76.3807  		120  	1213.7  	0.3041  	4.2135  	44.2176  	20.2782  	0.6872  		0.3845  	3.769  	52.365  	4.272  	3.64  	104.0741  	3.75  	1.3583  	14.8355  	9.4775  		33.632  	6.7656  	3.6725  	1.32215  	1  	42.322  	
	23-Mar-2022	142.5994  	0.7459  	0.0868  	4.8698  	1.3568  	1.2571  	793.22  	6.376  	22.397  	6.7711  	1.0985  	76.1872  	3.231  	121.19  	1221.4  	0.3041  	4.2195  	44.1875  	20.18  	0.6961  		0.3845  	3.766  	52.427  	4.2772  	3.64  	103.1618  	3.75  	1.3568  	14.82445  	9.4422  	0.93485  	33.544  	6.7684  	3.6725  	1.3204  	1  	42.052  	
	24-Mar-2022	142.7934  	0.7473  	0.0868  	4.8061  	1.358  	1.2545  	794.44  	6.3691  	22.52  	6.7769  	1.0978  	76.3403  	3.221  	121.24  	1212.7  	0.3041  	4.227  	44.409  	20.1313  	0.6969  		0.3845  	3.743  	52.373  	4.331  	3.64  	96.0458  	3.75  	1.358  		9.4101  	0.93085  	33.649  	6.7783  	3.6725  	1.32025  	1  	41.789  	
	25-Mar-2022	142.6245  	0.7526  	0.0874  		1.3565  	1.2502  	789.87  	6.3633  	22.4  	6.7628  	1.1002  	76.1781  	3.223  	121.82  	1219.4  		4.222  	44.387  	19.9577  	0.6961  	8.6534  		3.725  	52.364  	4.3125  		95.6618  		1.3565  	14.553  	9.4044  	0.92635  	33.512  	6.7836  		1.31965  	1  	41.478  	
	28-Mar-2022	142.9436  	0.7524  	0.087  		1.3606  	1.2541  	785.89  	6.3732  	22.485  	6.784  	1.0966  	76.2569  	3.222  	122.22  	1218.3  	0.30445  	4.214  	44.4602  	20.1195  	0.6949  	8.6744  	0.3845  		52.211  	4.2784  	3.64  	93.7125  	3.75  	1.3606  	14.5862  	9.4589  	0.93505  	33.709  	6.7631  	3.6725  	1.31565  	1  	41.365  	
	29-Mar-2022	142.7683  	0.7482  	0.0868  	4.748  	1.3609  	1.2509  	778.62  	6.3709  	22.081  	6.7107  	1.1085  	75.9731  	3.217  	124.2  	1225.7  	0.30445  	4.222  	44.3977  	19.9942  	0.6892  	8.6599  	0.3845  	3.717  	52.21  	4.2917  	3.64  	86.2843  	3.75  	1.3609  	14.5695  	9.424  	0.93585  	33.728  	6.7595  	3.6725  	1.30965  	1  	41.244  	
